host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
119.998662,119.998773,119.998754,119.999750,119.998813,119.999710,119.999594,119.999249,119.994739,119.996504
76964,50540,83358,40542,52376,51969,40233,40540,40576,40533
0.000015,0.000015,0.000013,0.000016,0.000016,0.000015,0.000015,0.000017,0.000015,0.000015
0.078768,4.081676,1.000585,0.025616,0.048133,1.003338,0.997571,0.030441,0.065283,0.038083
0.000676,0.001738,0.000893,0.002630,0.001379,0.001620,0.007926,0.002749,0.004234,0.003335
0.000872,0.001352,0.000840,0.001410,0.001221,0.001265,0.001501,0.001412,0.001431,0.001451
0.000908,0.057342,0.009039,0.003021,0.002002,0.018311,0.026473,0.003207,0.009223,0.005043
5130.990544,3369.367785,5557.257703,2702.805631,3491.767873,3464.608373,2682.209075,2702.683581,2705.185266,2702.278726
641.373818,421.170973,694.657213,337.850704,436.470984,433.076047,335.276134,337.835448,338.148158,337.784841
