host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,60.627001,60.890687,60.001049,60.949733,60.283739,60.605586,59.998862,60.144445,60.657259,60.194139
total_packets,53267,27496,51129,27146,41297,26948,35705,26549,26315,26729
min_delay,0.100038,0.100015,0.100061,0.100014,0.100102,0.100015,0.100033,0.100014,0.100256,0.100015
max_delay,2.228650,0.320540,2.529473,0.329853,1.706443,0.326995,1.932310,0.315115,1.789269,0.314860
avg_delay,0.657912,0.133233,0.385013,0.133616,0.287080,0.133907,0.536362,0.133619,0.710466,0.134002
avg_jitter,0.001681,0.032514,0.001618,0.032821,0.001552,0.033059,0.002619,0.032803,0.003539,0.033449
sd_delay,0.498686,0.040314,0.391850,0.040315,0.292353,0.040760,0.387140,0.040125,0.488521,0.040458
avg_bit_rate,7206.108700,4468.660467,6820.156749,4467.959004,5510.001745,3649.711560,4760.893234,2787.626390,3509.523579,2784.321982
avg_pkt_rate,900.763587,558.582558,852.519594,558.494876,688.750218,456.213945,595.111654,348.453299,438.690447,348.040248
