host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,60.950716,61.077871,60.559118,60.987492,60.236657,60.859188,60.169305,60.467124,60.237719,60.198600
total_packets,27444,48368,48455,48138,41731,48107,34948,47819,15813,47549
min_delay,0.100222,0.100013,0.100382,0.100014,0.100048,0.100015,0.101155,0.100014,0.101439,0.100015
max_delay,3.329988,0.288465,2.503284,0.289545,2.129136,0.289222,1.490522,0.288511,2.019071,0.288339
avg_delay,1.601171,0.168860,0.939142,0.169206,0.570793,0.169276,0.444093,0.170027,0.725075,0.170113
avg_jitter,0.004057,0.061804,0.001957,0.062018,0.001749,0.062208,0.002643,0.062999,0.007009,0.062911
sd_delay,0.680396,0.061690,0.573735,0.061771,0.445001,0.061633,0.254313,0.061586,0.380223,0.061657
avg_bit_rate,3711.508745,7704.991763,6464.972662,7708.604381,5566.861699,6590.430975,4664.180675,5403.190220,2111.370740,5403.882030
avg_pkt_rate,463.938593,963.123970,808.121583,963.575548,695.857712,823.803872,583.022584,675.398777,263.921342,675.485254
