host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,120.161565,120.839951,120.551541,121.061961,119.979077,120.542511,120.694113,120.198614,120.426015,120.194978
total_packets,17051,54822,12727,54524,8287,54433,13842,54281,15583,53335
min_delay,0.100117,0.100017,0.100098,0.100015,0.100249,0.100016,0.100074,0.100014,0.100095,0.100016
max_delay,1.700448,0.110857,1.703389,0.127159,2.886641,0.126832,2.266027,0.126943,1.918564,0.122601
avg_delay,0.511862,0.100211,0.569628,0.100213,0.646659,0.100218,0.498964,0.100228,0.565040,0.100213
avg_jitter,0.013262,0.000122,0.017939,0.000122,0.027054,0.000124,0.016419,0.000124,0.014155,0.000121
sd_delay,0.179093,0.000329,0.208383,0.000462,0.344870,0.000545,0.195563,0.000656,0.191290,0.000458
avg_bit_rate,1140.332626,4434.547930,851.597781,4435.687847,555.406184,3636.369727,924.723116,2797.092120,1040.263229,2797.364874
avg_pkt_rate,142.541578,554.318491,106.449723,554.460981,69.425773,454.546216,115.590389,349.636515,130.032904,349.670609
