host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,60.001340,60.832679,60.000237,60.962865,59.993451,60.937271,60.002799,60.188845,59.995375,60.192180
total_packets,33821,28097,33774,27719,27637,27773,21251,27414,21231,27520
min_delay,0.100071,0.100013,0.100090,0.100016,0.100059,0.100015,0.100073,0.100013,0.100338,0.100011
max_delay,0.276590,0.111613,0.274679,0.111395,0.270821,0.111578,0.263429,0.111849,0.265546,0.111351
avg_delay,0.102778,0.100202,0.102656,0.100204,0.103147,0.100201,0.104102,0.100200,0.104089,0.100199
avg_jitter,0.001184,0.000155,0.001173,0.000157,0.001401,0.000159,0.001800,0.000163,0.001800,0.000157
sd_delay,0.005423,0.000349,0.005000,0.000369,0.005019,0.000338,0.005561,0.000349,0.005435,0.000336
avg_bit_rate,4509.502592,4539.573195,4503.319413,4541.597162,3685.464106,3709.977781,2833.481590,2846.484920,2831.133340,2845.556159
avg_pkt_rate,563.687824,567.446649,562.914927,567.699645,460.683013,463.747223,354.185199,355.810615,353.891667,355.694520
