host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,119.998922,120.788151,119.999345,120.631196,119.995091,120.707689,119.980711,119.999930,119.991870,119.977497
total_packets,120720,54811,110434,53975,82972,54352,89020,53948,66204,53377
min_delay,0.000018,0.000010,0.000021,0.000010,0.000013,0.000010,0.000018,0.000009,0.000019,0.000009
max_delay,0.204696,0.013476,0.213497,0.015306,1.026262,0.009808,0.216127,0.007210,0.220040,0.011328
avg_delay,0.011597,0.000093,0.012855,0.000090,0.003994,0.000093,0.015570,0.000091,0.020186,0.000090
avg_jitter,0.001698,0.000082,0.001859,0.000078,0.001061,0.000082,0.002306,0.000078,0.003079,0.000079
sd_delay,0.009842,0.000251,0.013436,0.000246,0.044351,0.000238,0.013974,0.000221,0.015950,0.000230
avg_bit_rate,8048.072299,3630.223630,7362.306853,3579.505255,5531.692959,3602.222887,5935.620768,3596.535431,4413.899042,3559.134093
avg_pkt_rate,1006.009037,453.777954,920.288357,447.438157,691.461620,450.277861,741.952596,449.566929,551.737380,444.891762
