host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,60.988051,60.967213,60.960757,60.995255,60.000382,60.880355,60.967000,60.184937,59.989696,60.199381
total_packets,48257,27912,43691,28235,46193,27869,39011,27632,31747,27557
min_delay,0.100095,0.100014,0.100109,0.100014,0.100112,0.100014,0.100294,0.100013,0.100215,0.100015
max_delay,3.393316,0.186904,2.724507,0.187777,0.441881,0.187708,2.278433,0.187892,2.651440,0.187075
avg_delay,1.310866,0.102390,0.779370,0.102573,0.103008,0.102390,1.109995,0.102494,0.555234,0.102592
avg_jitter,0.001836,0.003711,0.001974,0.003942,0.000908,0.003802,0.002132,0.003954,0.002242,0.004010
sd_delay,0.649402,0.009548,0.561138,0.010045,0.013578,0.009660,0.669368,0.009868,0.553334,0.010169
avg_bit_rate,6555.263258,4571.446400,5830.072876,4572.256327,6159.135752,3735.769633,5202.369500,2853.107561,4233.325941,2853.156731
avg_pkt_rate,819.407907,571.430800,728.759109,571.532041,769.891969,466.971204,650.296188,356.638445,529.165743,356.644591
