host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,120.000648,120.948099,120.001833,120.974900,120.000742,120.967192,120.000092,120.198313,119.996501,120.199822
total_packets,67034,55120,66988,55162,54918,54358,42151,54085,42141,54802
min_delay,0.100169,0.100016,0.100128,0.100014,0.100121,0.100016,0.100120,0.100014,0.100155,0.100015
max_delay,0.416535,0.177982,0.431695,0.178149,0.407696,0.174119,0.383207,0.178619,0.395480,0.179945
avg_delay,0.103199,0.100387,0.103238,0.100427,0.103589,0.100337,0.104727,0.100333,0.104506,0.100379
avg_jitter,0.001257,0.000195,0.001260,0.000205,0.001482,0.000193,0.001887,0.000192,0.001894,0.000188
sd_delay,0.008510,0.002442,0.009076,0.002843,0.008434,0.002101,0.010493,0.002107,0.008841,0.002587
avg_bit_rate,4468.969346,4473.529035,4465.866704,4477.576542,3661.251380,3662.523527,2810.088234,2812.992617,2809.533919,2813.704323
avg_pkt_rate,558.621168,559.191129,558.233338,559.697068,457.656422,457.815441,351.261029,351.624077,351.191740,351.713040
