host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,120.001796,120.913896,120.119654,121.012726,119.998919,120.523210,120.375872,120.199025,120.005197,120.198504
total_packets,90054,54986,91125,54863,90599,54805,79688,54801,63902,54687
min_delay,0.100129,0.100014,0.100114,0.100013,0.100081,0.100014,0.100365,0.100014,0.100041,0.100015
max_delay,2.651995,0.205152,2.165127,0.471317,0.495524,0.228784,0.831025,0.238848,1.157579,0.232463
avg_delay,0.475467,0.100190,0.359555,0.100967,0.102366,0.100180,0.347504,0.100221,0.266767,0.100200
avg_jitter,0.002002,0.000135,0.001866,0.000155,0.000935,0.000134,0.002200,0.000138,0.002694,0.000135
sd_delay,0.311040,0.001244,0.156776,0.014849,0.010648,0.000924,0.134989,0.001369,0.141824,0.001503
avg_bit_rate,6003.606704,4493.071422,6077.067781,4488.127219,6040.054260,3681.670013,5316.987704,2820.040867,4261.882791,2820.505378
avg_pkt_rate,750.450838,561.633928,759.633473,561.015902,755.006782,460.208752,664.623463,352.505108,532.735349,352.563172
