host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,10.001337,10.730658,10.000269,10.974013,10.000316,10.946350,9.993611,10.196457,10.001028,10.206212
total_packets,5170,4606,5153,4568,4270,4135,3353,4393,3384,3965
min_delay,0.100130,0.100018,0.100154,0.100019,0.100050,0.100024,0.100250,0.100016,0.100272,0.100021
max_delay,0.422125,0.111601,0.433231,0.113147,0.399066,0.111832,0.391010,0.112928,0.403715,0.112864
avg_delay,0.107237,0.100256,0.107639,0.100248,0.106923,0.100256,0.108163,0.100269,0.112095,0.100236
avg_jitter,0.001460,0.000169,0.001473,0.000176,0.001687,0.000187,0.002121,0.000186,0.002133,0.000160
sd_delay,0.027952,0.000409,0.029742,0.000410,0.026664,0.000448,0.027711,0.000632,0.037857,0.000420
avg_bit_rate,4136.443013,4249.628473,4123.040308,4225.390287,3416.663516,3485.953127,2682.567929,2728.932080,2707.655157,2734.151205
avg_pkt_rate,517.055377,531.203559,515.380039,528.173786,427.082940,435.744141,335.320991,341.116510,338.456895,341.768901
