host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
120.001282,119.965257,119.994578,120.002394,119.998395,119.998887,119.997342,119.997232,119.997389,119.995727
68053,47337,74497,37427,47366,47617,37381,37424,24947,37383
0.000014,0.000015,0.000014,0.000016,0.000016,0.000016,0.000015,0.000015,0.000018,0.000016
0.045610,0.043356,0.065403,0.044503,0.045791,0.049883,0.043080,0.044341,25.989217,0.045870
0.000944,0.000921,0.000873,0.001374,0.001280,0.001296,0.001244,0.001365,0.011733,0.001275
0.001070,0.001378,0.000982,0.001746,0.001460,0.001460,0.001732,0.001747,0.004908,0.001734
0.001445,0.001463,0.001457,0.001688,0.001598,0.001706,0.001648,0.001695,0.397778,0.001693
4536.818198,3156.713948,4966.691078,2495.083556,3157.775569,3174.496110,2492.121867,2494.990884,1663.169521,2492.288746
567.102275,394.589243,620.836385,311.885445,394.721946,396.812014,311.515233,311.873861,207.896190,311.536093
