host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
119.998823,51.763761,119.999254,119.991357,34.346055,119.997303,119.997547,119.997568,34.182807,119.998765
69013,20450,73244,37362,13600,47490,33118,37417,10750,37364
0.000015,0.000016,0.000014,0.000016,0.000017,0.000015,0.000015,0.000015,0.000017,0.000017
0.106611,0.160927,1.991104,0.076127,0.048922,0.145355,12.892903,0.144962,0.026594,0.152594
0.000884,0.000884,0.000877,0.001194,0.001224,0.001059,0.005185,0.001201,0.001089,0.001232
0.001043,0.001367,0.001020,0.001705,0.001423,0.001405,0.002512,0.001709,0.001674,0.001729
0.001447,0.002043,0.007522,0.001669,0.001516,0.001557,0.223913,0.001836,0.001586,0.001947
4600.911794,3160.512236,4882.963689,2490.979413,3167.758277,3166.071157,2207.911800,2494.517222,2515.884667,2490.958969
575.113974,395.064029,610.370461,311.372427,395.969785,395.758895,275.988975,311.814653,314.485583,311.369871
