host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
119.999145,120.000468,120.000276,119.998919,119.998205,119.998123,37.114298,119.996055,119.999450,119.997876
67706,47330,71967,37379,45894,47451,11500,37341,36177,36900
0.000015,0.000016,0.000015,0.000018,0.000016,0.000016,0.000017,0.000017,0.000017,0.000016
0.991219,0.131723,4.079525,0.121633,1.988632,0.131848,0.121620,0.121905,4.076218,1.999139
0.000985,0.000966,0.000985,0.001462,0.003027,0.001314,0.001256,0.001405,0.001378,0.001687
0.001089,0.001396,0.001108,0.001768,0.001649,0.001473,0.001747,0.001751,0.001924,0.001838
0.004267,0.001645,0.015352,0.001999,0.049187,0.001824,0.002022,0.001849,0.021513,0.011360
4513.765494,3155.321028,4797.788965,2491.955782,3059.645767,3163.449482,2478.829049,2489.481842,2411.811054,2460.043543
564.220687,394.415128,599.723621,311.494473,382.455721,395.431185,309.853631,311.185230,301.476382,307.505443
