host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
119.999797,119.998322,119.998370,119.999128,120.000067,119.977328,119.998647,119.997423,119.998740,119.995653
68738,47564,73461,37537,47620,46734,37584,37534,37532,37415
0.000014,0.000015,0.000013,0.000013,0.000013,0.000015,0.000017,0.000014,0.000015,0.000016
0.073880,0.044415,0.996809,0.043980,0.043146,1.999382,0.030309,0.020581,0.028409,0.031034
0.000944,0.000911,0.001754,0.001351,0.001252,0.001754,0.001226,0.001362,0.001130,0.001300
0.001056,0.001365,0.001039,0.001739,0.001437,0.001535,0.001709,0.001728,0.001694,0.001723
0.001716,0.001415,0.027087,0.001657,0.001570,0.029238,0.001589,0.001606,0.001607,0.001673
4582.541085,3170.977674,4897.466524,2502.484851,3174.664894,3116.188752,2505.628251,2502.320404,2502.159606,2494.423694
572.817636,396.372209,612.183315,312.810606,396.833112,389.523594,313.203531,312.790050,312.769951,311.802962
