host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
119.998675,119.998845,119.999968,119.995475,73.662985,119.992206,119.997492,119.994316,119.990954,119.996129
68006,45993,74649,37328,26600,47261,28297,37463,37434,37352
0.000014,0.000016,0.000014,0.000017,0.000017,0.000016,0.000015,0.000017,0.000017,0.000017
0.993088,1.989847,0.068153,0.068061,5.073275,0.998034,28.001549,0.049802,0.028184,0.029717
0.001019,0.001869,0.000781,0.001313,0.001503,0.001538,0.019230,0.001289,0.001122,0.001251
0.001067,0.001547,0.000952,0.001754,0.001865,0.001482,0.003827,0.001741,0.001691,0.001735
0.010211,0.031102,0.001170,0.001719,0.031145,0.015395,0.686075,0.001686,0.001570,0.001634
4533.783394,3066.229512,4976.601327,2488.627175,2888.832159,3150.937987,1886.506095,2497.651639,2495.788141,2490.213663
566.722924,383.278689,622.075166,311.078397,361.104020,393.867248,235.813262,312.206455,311.973518,311.276708
