host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,120.143517,120.990041,120.000160,120.828087,119.999585,120.710497,119.994980,119.999495,119.974199,119.998434
total_packets,119861,55823,108942,55072,89786,55073,86732,55082,66651,54945
min_delay,0.000016,0.000010,0.000017,0.000010,0.000014,0.000010,0.000017,0.000010,0.000039,0.000010
max_delay,0.213380,0.032457,0.211140,0.011373,0.412752,0.009136,0.220744,0.008558,0.225481,0.014177
avg_delay,0.012492,0.000396,0.013296,0.000385,0.001054,0.000389,0.018208,0.000388,0.021886,0.000393
avg_jitter,0.001692,0.000499,0.001825,0.000496,0.000837,0.000499,0.002349,0.000495,0.003132,0.000499
sd_delay,0.013598,0.000620,0.019816,0.000597,0.008005,0.000595,0.027285,0.000594,0.017013,0.000609
avg_bit_rate,7981.188032,3691.080657,7262.790316,3646.304522,5985.754034,3649.922840,5782.375229,3672.148787,4444.355573,3663.047803
avg_pkt_rate,997.648504,461.385082,907.848790,455.788065,748.219254,456.240355,722.796904,459.018598,555.544447,457.880975
