host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
19.998969,19.999909,20.000163,19.997424,20.000086,19.998072,19.997291,19.997023,19.993986,19.999284
10575,7489,11623,6066,7516,7502,6080,5980,6025,6106
0.000015,0.000016,0.000015,0.000018,0.000014,0.000016,0.000018,0.000016,0.000018,0.000018
0.043579,0.043273,0.043694,0.021110,0.044162,0.034956,0.027468,0.031195,0.030683,0.031044
0.001169,0.001112,0.001198,0.001747,0.001716,0.001792,0.001783,0.001799,0.001225,0.001374
0.001173,0.001472,0.001128,0.001832,0.001572,0.001605,0.001850,0.001907,0.001752,0.001785
0.002237,0.002248,0.002443,0.001916,0.002088,0.002304,0.002007,0.002181,0.001824,0.001943
4230.218068,2995.613630,4649.162109,2426.712561,3006.387073,3001.089305,2432.329459,2392.356102,2410.724905,2442.487441
528.777258,374.451704,581.145264,303.339070,375.798384,375.136163,304.041182,299.044513,301.340613,305.310930
