host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
19.998966,20.000079,20.001538,19.997357,20.002018,19.999374,20.000675,19.997164,19.995706,19.998216
10428,7493,11628,5954,7443,7472,6015,5974,5930,5979
0.000013,0.000016,0.000012,0.000018,0.000015,0.000016,0.000017,0.000016,0.000017,0.000014
0.048582,0.021271,0.067364,0.017054,0.043880,0.039855,0.032608,0.025906,0.021387,0.021501
0.001017,0.000879,0.001005,0.001735,0.001815,0.001765,0.001814,0.001945,0.001219,0.001295
0.001173,0.001410,0.001048,0.001826,0.001628,0.001558,0.001852,0.001957,0.001756,0.001781
0.001927,0.001463,0.002379,0.001837,0.002244,0.002206,0.002034,0.002131,0.001800,0.001838
4171.415662,2997.188161,4650.842350,2381.914770,2976.899631,2988.893552,2405.918800,2389.938893,2372.509378,2391.813350
521.426958,374.648520,581.355294,297.739346,372.112454,373.611694,300.739850,298.742362,296.563672,298.976669
