host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
19.996032,20.000489,19.998267,20.000803,19.998574,19.997982,19.988863,19.999638,19.998010,19.988298
10365,7243,11396,5926,7421,7440,5931,5952,5974,5911
0.000013,0.000015,0.000013,0.000016,0.000018,0.000017,0.000017,0.000018,0.000016,0.000018
0.035754,0.029562,0.077300,0.037637,0.041362,0.032597,0.025122,0.037351,0.022676,0.047822
0.001307,0.001108,0.001371,0.001656,0.001776,0.001671,0.001589,0.001743,0.001190,0.001514
0.001268,0.001525,0.001157,0.001876,0.001646,0.001651,0.001847,0.001951,0.001768,0.001898
0.002423,0.001839,0.003568,0.002058,0.002522,0.002033,0.001964,0.002066,0.001697,0.002358
4146.822730,2897.129165,4558.795020,2370.304832,2968.611662,2976.300309,2373.721807,2380.843093,2389.837789,2365.784220
518.352841,362.141146,569.849377,296.288104,371.076458,372.037539,296.715226,297.605387,298.729724,295.723028
