host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
19.997711,19.995116,19.997369,20.002785,19.996961,19.997498,19.997398,19.999123,19.996171,19.998541
10383,7500,11280,6012,7447,7440,5801,6036,6042,5973
0.000015,0.000016,0.000014,0.000017,0.000019,0.000016,0.000019,0.000017,0.000017,0.000018
0.045795,0.023283,0.047398,0.025888,0.026555,0.048437,0.925549,0.032551,0.020665,0.021761
0.001114,0.001066,0.000977,0.001907,0.001896,0.001846,0.006363,0.001994,0.001137,0.001323
0.001188,0.001484,0.001072,0.001875,0.001625,0.001595,0.001857,0.001902,0.001723,0.001828
0.002133,0.001662,0.001764,0.002172,0.002209,0.002391,0.064745,0.002266,0.001718,0.001832
4153.675388,3000.732779,4512.593632,2404.465178,2979.252697,2976.372344,2320.701923,2414.505876,2417.262785,2389.374305
519.209424,375.091597,564.074204,300.558147,372.406587,372.046543,290.087740,301.813235,302.157848,298.671788
