host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
20.001106,19.997501,19.997188,20.003731,19.999319,19.993278,19.995612,19.993524,19.998601,19.996769
10383,7318,11254,5926,7361,7140,5749,5882,5853,5880
0.000015,0.000016,0.000014,0.000017,0.000017,0.000017,0.000013,0.000019,0.000017,0.000017
0.033584,0.020934,0.044058,0.034339,0.043536,0.944707,0.043749,0.028160,0.016368,0.024413
0.001079,0.001147,0.001092,0.001745,0.001628,0.001868,0.001772,0.001907,0.001137,0.001409
0.001207,0.001503,0.001096,0.001887,0.001597,0.001816,0.001942,0.002014,0.001763,0.001849
0.001652,0.001559,0.002060,0.002256,0.002311,0.015896,0.002440,0.002305,0.001733,0.001949
4152.970341,2927.565799,4502.233014,2369.957884,2944.500260,2856.960224,2300.104643,2353.562083,2341.363778,2352.380027
519.121293,365.945725,562.779127,296.244736,368.062533,357.120028,287.513080,294.195260,292.670472,294.047503
