host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
20.000019,19.998726,19.997802,19.998647,19.999949,19.999566,19.998792,19.999685,19.972699,19.995302
10441,7414,11355,5920,7342,7321,5884,5863,5808,5886
0.000015,0.000016,0.000014,0.000014,0.000015,0.000016,0.000016,0.000016,0.000018,0.000018
0.031449,0.017261,0.027973,0.019527,0.022476,0.044621,0.045499,0.019551,0.022181,0.018374
0.001034,0.001081,0.000954,0.001671,0.001499,0.001536,0.001614,0.001648,0.001138,0.001376
0.001131,0.001449,0.001064,0.001912,0.001599,0.001606,0.001886,0.001947,0.001781,0.001841
0.001598,0.001485,0.001412,0.001979,0.001819,0.002078,0.002286,0.002017,0.001762,0.001874
4176.396032,2965.788921,4542.499221,2368.160206,2936.807489,2928.463548,2353.742166,2345.236937,2326.375619,2354.953179
522.049504,370.723615,567.812403,296.020026,367.100936,366.057943,294.217771,293.154617,290.796952,294.369147
