host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
19.998737,20.005015,20.000025,20.001046,19.991734,19.998615,19.999711,19.997107,19.999487,19.998834
10250,7352,11181,5816,7321,7475,5874,5757,5876,5835
0.000015,0.000016,0.000013,0.000018,0.000016,0.000015,0.000016,0.000017,0.000016,0.000015
0.048285,0.038035,0.074332,0.039405,0.035381,0.048903,0.036378,0.038879,0.053176,0.061284
0.001438,0.001250,0.001541,0.001888,0.001859,0.001868,0.001844,0.001872,0.001400,0.001643
0.001301,0.001546,0.001226,0.001956,0.001658,0.001654,0.001934,0.002026,0.001842,0.001986
0.002847,0.001985,0.003621,0.002321,0.002372,0.002603,0.002022,0.002215,0.002745,0.002787
4100.258931,2940.062779,4472.394410,2326.278336,2929.610808,2990.207072,2349.633952,2303.133148,2350.460289,2334.136080
512.532366,367.507847,559.049301,290.784792,366.201351,373.775884,293.704244,287.891644,293.807536,291.767010
