host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
119.985683,51.093070,119.994739,120.001766,102.576791,119.999079,119.984513,119.988061,119.997493,119.989344
61916,19200,68721,34760,37550,42900,19907,34782,34804,34746
0.000013,0.000016,0.000013,0.000015,0.000015,0.000015,0.000016,0.000016,0.000014,0.000015
0.094217,0.047258,0.227645,0.160016,0.226861,1.964961,52.244993,0.226637,0.224282,0.159152
0.001119,0.001219,0.001131,0.002431,0.002611,0.003214,0.047823,0.002424,0.001309,0.001348
0.001263,0.001588,0.001178,0.001972,0.001715,0.001844,0.007252,0.001978,0.001943,0.001936
0.001971,0.001986,0.002358,0.003369,0.003546,0.034057,1.525344,0.003493,0.002777,0.002311
4128.225865,3006.278542,4581.600865,2317.299230,2928.537704,2860.021951,1327.304633,2319.030724,2320.315142,2316.605715
516.028233,375.784818,572.700108,289.662404,366.067213,357.502744,165.913079,289.878841,290.039393,289.575714
