host0,host1,host3,host4,host6,host7,host9,host10,host12,host13
119.999022,119.994461,119.999223,120.001326,119.996516,119.999826,46.146350,119.993501,119.998875,121.227566
60973,44166,71409,35873,44861,45691,13750,35910,35848,33424
0.000013,0.000015,0.000013,0.000014,0.000015,0.000015,0.000019,0.000014,0.000014,0.000012
6.351002,1.934436,0.072559,0.039776,1.945741,0.037771,0.027494,0.044221,0.043768,7.344575
0.001068,0.001395,0.000941,0.002264,0.002248,0.002170,0.003621,0.002257,0.001227,0.003188
0.001360,0.001661,0.001053,0.001868,0.001624,0.001541,0.001848,0.001860,0.001805,0.002322
0.025770,0.024312,0.002038,0.002495,0.009498,0.002404,0.002794,0.002490,0.001980,0.109978
4064.899796,2944.535915,4760.630825,2391.506907,2990.820167,3046.071083,2383.720489,2394.129662,2389.889072,2205.702950
508.112474,368.066989,595.078853,298.938363,373.852521,380.758885,297.965061,299.266208,298.736134,275.712869
