host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,59.991774,60.787662,60.068654,60.922908,60.000888,60.987893,60.335896,60.533117,60.018728,60.197277
total_packets,43065,38848,43056,38544,38224,38391,30114,38269,30383,37898
min_delay,0.100155,0.100012,0.100040,0.100013,0.100153,0.100013,0.101862,0.100013,0.100323,0.100013
max_delay,0.695128,0.105213,1.003968,0.104669,0.277117,0.104799,1.985543,0.106052,0.862756,0.106839
avg_delay,0.183940,0.100133,0.252205,0.100128,0.102365,0.100127,0.781183,0.100133,0.197950,0.100134
avg_jitter,0.001824,0.000089,0.002028,0.000088,0.001036,0.000087,0.003790,0.000090,0.002778,0.000089
sd_delay,0.093781,0.000174,0.175980,0.000146,0.004801,0.000142,0.284649,0.000183,0.108184,0.000211
avg_bit_rate,5745.550552,6020.775542,5746.599419,6021.435698,5096.599589,5130.695826,4020.614617,4218.762433,4051.183003,4215.747878
avg_pkt_rate,718.193819,752.596943,718.324927,752.679462,637.074949,641.336978,502.576827,527.345304,506.397875,526.968485
