host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,120.204284,120.819726,120.193402,120.880113,120.039354,120.354821,120.198714,120.372198,120.000259,119.996422
total_packets,122330,54924,106143,54583,14753,54433,90000,53653,66766,54111
min_delay,0.000019,0.000010,0.000030,0.000010,0.000019,0.000009,0.000044,0.000009,0.000032,0.000009
max_delay,0.204574,0.029813,0.213325,0.029714,0.838948,0.004284,0.213270,0.014813,0.218752,0.044603
avg_delay,0.014934,0.000108,0.015584,0.000104,0.196461,0.000087,0.013106,0.000104,0.024472,0.000108
avg_jitter,0.001702,0.000097,0.001893,0.000093,0.014064,0.000056,0.002217,0.000092,0.003104,0.000096
sd_delay,0.015819,0.000395,0.028475,0.000330,0.222842,0.000118,0.011234,0.000275,0.020061,0.000371
avg_bit_rate,8155.348761,4457.826301,7076.241691,4457.763758,983.543169,3647.392664,6000.211650,2787.688759,4451.473047,2785.700629
avg_pkt_rate,1019.418595,557.228288,884.530211,557.220470,122.942896,455.924083,750.026456,348.461095,556.434131,348.212579
