host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,121.325651,120.509635,121.329983,120.339782,119.999599,119.998900,120.199744,119.999409,119.994400,120.000494
total_packets,122609,64067,114264,63776,91460,63751,89332,55079,67537,55063
min_delay,0.000152,0.000010,0.000076,0.000011,0.000016,0.000010,0.000058,0.000009,0.000061,0.000009
max_delay,4.233527,0.015284,4.617799,0.023723,0.023963,0.010638,0.216710,0.037529,0.222436,0.016008
avg_delay,1.042042,0.000089,1.548402,0.000092,0.000657,0.000090,0.017236,0.000110,0.022125,0.000111
avg_jitter,0.001060,0.000055,0.001333,0.000057,0.000753,0.000058,0.002253,0.000109,0.002952,0.000108
sd_delay,0.725690,0.000162,0.868069,0.000207,0.000806,0.000170,0.027577,0.000381,0.022267,0.000300
avg_bit_rate,8084.621775,4253.070719,7534.098146,4239.728472,6097.353709,4250.105626,5945.570067,3671.951418,4502.676792,3670.851555
avg_pkt_rate,1010.577722,531.633840,941.762268,529.966059,762.169214,531.263203,743.196258,458.993927,562.834599,458.856444
