host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,120.000016,120.998444,119.999632,120.927740,120.002147,120.383722,120.002489,119.998639,120.002708,119.994024
total_packets,64261,52880,64236,53018,53152,52458,40873,52585,40888,52125
min_delay,0.000015,0.000011,0.000015,0.000009,0.000017,0.000009,0.000019,0.000011,0.000021,0.000011
max_delay,0.095800,0.066422,0.084586,0.084255,0.120448,0.060707,0.214842,0.088161,0.214744,0.031003
avg_delay,0.000789,0.000092,0.000788,0.000096,0.001351,0.000093,0.010066,0.000092,0.010566,0.000093
avg_jitter,0.001041,0.000069,0.001050,0.000068,0.001200,0.000066,0.001507,0.000068,0.001533,0.000067
sd_delay,0.001220,0.000412,0.001204,0.000712,0.002085,0.000461,0.005401,0.000497,0.005654,0.000349
avg_bit_rate,4284.066095,3496.243307,4282.413133,3507.416909,3543.403269,3486.052707,2724.810150,3505.706427,2725.805154,3475.173064
avg_pkt_rate,535.508262,437.030413,535.301642,438.427114,442.925409,435.756588,340.601269,438.213303,340.725644,434.396633
