host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,119.990490,120.701246,120.002094,120.709466,119.999120,120.796351,119.992901,120.001613,120.002102,119.995022
total_packets,125085,55944,112528,55422,38651,54791,90959,55339,66705,54695
min_delay,0.000018,0.000010,0.000021,0.000010,0.000016,0.000010,0.000026,0.000010,0.000047,0.000009
max_delay,0.211831,0.035546,0.218990,0.009944,1.031757,0.010234,0.212781,0.049441,0.215715,0.028913
avg_delay,0.011932,0.000095,0.012321,0.000092,0.054530,0.000091,0.016827,0.000094,0.024361,0.000093
avg_jitter,0.001559,0.000079,0.001785,0.000079,0.004477,0.000077,0.002257,0.000083,0.003013,0.000080
sd_delay,0.019052,0.000384,0.017419,0.000215,0.181501,0.000211,0.020476,0.000344,0.026641,0.000303
avg_bit_rate,8339.981844,4533.278831,7502.473419,4537.911138,2576.750769,3703.831637,6064.948192,2824.272786,4447.051993,2822.648314
avg_pkt_rate,1042.497731,566.659854,937.809177,567.238892,322.093846,462.978955,758.118524,353.034098,555.881499,352.831039
