host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,120.197366,120.985435,119.991414,120.795473,120.039354,120.354821,119.994004,119.997216,120.166652,119.992951
total_packets,66540,54820,66536,54508,14753,54433,42051,54213,42026,53977
min_delay,0.000118,0.000009,0.000018,0.000009,0.000019,0.000009,0.000024,0.000009,0.000060,0.000009
max_delay,0.219859,0.004576,0.218155,0.006136,0.838948,0.004284,0.220581,0.007822,0.220677,0.004920
avg_delay,0.020877,0.000088,0.018378,0.000089,0.196461,0.000087,0.039421,0.000087,0.045071,0.000088
avg_jitter,0.003095,0.000057,0.003000,0.000058,0.014064,0.000056,0.004761,0.000057,0.004835,0.000057
sd_delay,0.015434,0.000122,0.012293,0.000130,0.222842,0.000118,0.017926,0.000123,0.026488,0.000124
avg_bit_rate,4436.042660,4441.682879,4436.275428,4442.601231,983.543169,3647.392664,2804.162333,2803.669961,2801.770363,2801.682800
avg_pkt_rate,554.505332,555.210360,554.534429,555.325154,122.942896,455.924083,350.520292,350.458745,350.221295,350.210350
