host,host0,host1,host2,host3,host4,host5,host6,host7,host8,host9
total_time,59.999061,60.912319,59.998375,60.953313,59.999900,60.972858,59.997136,60.200641,60.002922,60.191262
total_packets,33279,27494,33253,27359,27302,27447,21014,27119,21016,27226
min_delay,0.100163,0.100018,0.100135,0.100016,0.100154,0.100015,0.100200,0.100016,0.100116,0.100014
max_delay,0.276418,0.104957,0.277183,0.105153,0.269933,0.107284,0.264265,0.105748,0.263694,0.110842
avg_delay,0.102689,0.100189,0.102678,0.100189,0.103558,0.100185,0.109711,0.100187,0.110558,0.100190
avg_jitter,0.001182,0.000132,0.001184,0.000131,0.001415,0.000126,0.001753,0.000128,0.001754,0.000131
sd_delay,0.005014,0.000216,0.004953,0.000232,0.005462,0.000214,0.008999,0.000233,0.009340,0.000269
avg_bit_rate,4437.417274,4465.862025,4433.997396,4470.850148,3640.349060,3663.091393,2802.127730,2814.347251,2802.151220,2816.352425
avg_pkt_rate,554.677159,558.232753,554.249674,558.856269,455.043632,457.886424,350.265966,351.793406,350.268903,352.044053
